MES.2	MES.1	AC	OPC	NPC.1	NPC.2	G1.S	G2.M	Type1	Type2	rna_cell	Sample	meth_cell
0.71976173	0.964727099	0.411041358	-0.65296589	-0.936517034	-0.1955969	-0.662363755	-0.36749363	MES.1	MES.1	MGH121_Plate_1_cDNA_fromECRC5789.65_S65_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
0.08224608	0.944082058	0.636027598	0.13918817	-0.436129448	-0.509360757	-0.194563231	-0.342549095	MES.1	MES.1	MGH121_Plate_1_cDNA_fromECRC5789.77_S77_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.097006091	0.473995837	0.096470139	-0.348765763	-0.798879955	-0.486849873	-0.854420423	-0.241263	MES.1	MES.1	MGH121_Plate_1_cDNA_fromECRC5789.84_S84_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
0.276975497	1.211727399	0.214199574	-0.416381811	-0.617481033	-0.168999298	-0.715032549	-0.15919293	MES.1	MES.1	MGH121_Plate_1_cDNA_fromECRC5789.85_S85_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.685656574	0.869252197	0.085548262	0.119307729	-0.039789662	0.12282879	-0.505056844	-0.193399884	MES.1	MES.1	MGH121_Plate_1_cDNA_fromECRC5789.88_S88_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.107902603	0.340955678	-0.221404255	-0.764047689	-0.376256887	-0.497966209	-0.297386258	-0.021019015	MES.1	MES.1	MGH121_Plate_1_cDNA_fromECRC5789.94_S94_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
1.638798324	1.087042923	0.374457917	-0.503005802	-0.847963622	-0.203479585	-0.887557037	-0.555417364	MES.2	MES.2	MGH121_Plate_1_cDNA_fromECRC5789.11_S11_L008_R1_001	MGH121	GBM_MGH121_Plate1_A1_S1_L006.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.097907399	0.034067553	-0.051550411	-0.197319733	-0.374745872	-0.413365005	-0.505218996	-0.395977595	MES.2	MES.2	MGH121_Plate_1_cDNA_fromECRC5789.29_S29_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.045118672	-0.185394018	-0.444728755	-0.315455353	-0.014805251	0.021632841	-0.420787182	-0.403806376	MES.2	MES.2	MGH121_Plate_1_cDNA_fromECRC5789.38_S38_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
3.323979173	0.493041514	-1.346529993	-1.240986467	-1.415070659	-0.597828439	0.066516046	-0.413512974	MES.2	MES.2	MGH121_Plate_1_cDNA_fromECRC5789.70_S70_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
1.611668789	0.531397453	-0.903157453	-0.738989508	-0.582998399	0.239806182	-0.85728404	-0.170876855	MES.2	MES.2	MGH121_Plate_1_cDNA_fromECRC5789.74_S74_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
2.329825265	0.468734247	-0.727311246	-0.870188931	-1.059813636	-0.018473333	-1.005339414	-0.245107248	MES.2	MES.2	MGH121_Plate_1_cDNA_fromECRC5789.89_S89_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
1.276266255	0.738059522	-0.909122814	-1.07273706	-0.910644687	-0.568686848	-0.622197288	-0.386372323	MES.2	MES.2	MGH121_Plate_1_cDNA_fromECRC5789.91_S91_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
0.631300118	0.221883382	-2.042135699	-1.041278549	-1.206947221	-0.317593449	-0.406361064	0.064781777	MES.2	MES.2	MGH121_Plate_1_cDNA_fromECRC5789.96_S96_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.132332004	-0.29253598	0.361031867	0.074126251	0.583840182	0.32178751	-0.376111491	0.083635004	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.12_S12_L008_R1_001	MGH121	GBM_MGH121_Plate1_A1_S1_L006.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.289490482	-0.374317201	-0.681265219	0.411772429	1.203137939	0.604949516	-0.219185057	-0.25388709	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.13_S13_L008_R1_001	MGH121	GBM_MGH121_Plate1_A1_S1_L006.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.286985075	-0.288281267	-0.415249537	0.083933706	0.350081074	-0.370414368	-0.186173717	-0.564809975	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.21_S21_L008_R1_001	MGH121	GBM_MGH121_Plate1_A1_S1_L006.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.260668251	-0.402032429	-0.873422544	-0.368124046	1.433210573	0.809666041	-0.686445845	-0.002408119	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.24_S24_L008_R1_001	MGH121	GBM_MGH121_Plate1_A1_S1_L006.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.45033173	-0.487925227	-0.787081567	0.836327053	1.011662122	-0.083789748	-0.449678121	-0.530140729	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.25_S25_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.625456042	-1.121691536	-0.705596838	-0.034078017	1.019952037	0.810230731	-0.834368756	-0.13691528	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.35_S35_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.240158255	-0.522580109	0.103441318	0.384762588	0.735520516	0.198224329	-0.92711747	-0.087000765	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.45_S45_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.001692006	0.013480203	-0.122126539	0.355883806	0.801570755	0.287653292	-0.585335995	-0.282400375	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.47_S47_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.462354282	-0.137169902	0.156822111	0.717043423	1.01116695	0.545104968	-0.720860043	-0.078015969	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.51_S51_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.213726422	-0.349843245	-0.255960543	0.339938726	0.712008372	0.286659136	-0.822889194	-0.356527065	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.53_S53_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.033206793	-0.729330015	-0.23270692	0.60196622	0.998795368	0.473564784	-0.27278627	-0.09272023	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.58_S58_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.351798596	-0.493884447	-0.134649218	0.177580151	0.403978946	0.181097645	0.365428195	-0.071154959	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.66_S66_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.223027737	-0.149079763	-0.995784116	-0.078419215	0.67347196	0.502431978	-0.609824876	-0.175081724	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.67_S67_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.613612724	-0.913995569	-1.347700394	1.257046605	1.538712417	0.711604939	-0.74246196	-0.437068391	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.68_S68_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.278967677	-0.948397971	-0.587518746	0.507289448	0.701411893	0.532308176	0.175082903	-0.229979246	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.69_S69_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.134948439	-0.274795755	-0.189900274	-0.027761562	0.263130161	-0.305964298	0.075954668	-0.450460739	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.71_S71_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.681692118	-0.877624391	-0.273995589	0.612271851	1.338823638	0.086755512	-0.360910695	-0.516944391	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.72_S72_L008_R1_001	MGH121	GBM_MGH121_Plate1_E1_S3_L006.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
0.073310607	0.189976408	-0.211049407	0.508382112	0.855986361	0.391402757	-0.935475836	-0.369763236	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.79_S79_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.224879433	-0.984912586	-0.832203262	0.189400564	1.072263179	1.018825137	-0.789749075	0.013840155	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.82_S82_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.306262888	-0.783712139	0.094552556	0.124123641	0.622841411	0.473157507	0.481685082	0.020230557	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.95_S95_L008_R1_001	MGH121	GBM_MGH121_Plate1_G1_S4_L006.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.428516043	-0.502818606	-0.61748183	-1.121859065	-0.070737901	-0.240809147	-0.539488338	-0.430657178	NPC.1	NPC.1	MGH121_Plate_1_cDNA_fromECRC5789.30_S30_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.511547029	-0.965783519	-0.928021777	1.974982236	1.693464993	0.486103918	-0.55224562	-0.427154195	OPC	OPC	MGH121_Plate_1_cDNA_fromECRC5789.14_S14_L008_R1_001	MGH121	GBM_MGH121_Plate1_A1_S1_L006.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.104476035	0.117725735	0.924661916	1.044186086	0.082421762	0.719450292	-0.920772562	-0.387646104	OPC	OPC	MGH121_Plate_1_cDNA_fromECRC5789.16_S16_L008_R1_001	MGH121	GBM_MGH121_Plate1_A1_S1_L006.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.293105689	-0.455768085	-0.784265169	0.918721173	0.38318582	0.44785271	-0.762141363	-0.565345556	OPC	OPC	MGH121_Plate_1_cDNA_fromECRC5789.19_S19_L008_R1_001	MGH121	GBM_MGH121_Plate1_A1_S1_L006.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.023882274	-0.072913648	0.302334329	0.581398569	-0.024107096	-0.18191959	-0.338125918	-0.312830847	OPC	OPC	MGH121_Plate_1_cDNA_fromECRC5789.42_S42_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.421131184	-0.15155572	-0.168991078	0.748640918	0.678234753	0.297405883	-0.395717862	-0.282126443	OPC	OPC	MGH121_Plate_1_cDNA_fromECRC5789.44_S44_L008_R1_001	MGH121	GBM_MGH121_Plate1_C1_S2_L006.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.347674728	-0.093639207	-0.917732925	2.59301057	0.499813053	0.359430743	-0.08258973	0.247346115	OPC	OPC	MGH121_Plate_1_cDNA_fromECRC5789.8_S8_L008_R1_001	MGH121	NA
-0.395437959	-0.022231172	0.791825895	0.254630894	0.077233832	-0.269249435	-0.592578247	-0.319191671	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.10_S10_L008_R1_001	MGH121	NA
-0.320770777	-0.009077579	0.948401722	0.195292245	-0.06159282	0.144465695	-0.132182861	-0.207332105	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.14_S14_L008_R1_001	MGH121	NA
0.012002607	0.567938912	1.123532009	0.270100282	-0.409125452	0.051378887	-0.351935264	-0.476184957	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.15_S15_L008_R1_001	MGH121	NA
-0.242229113	-0.056079085	0.256484279	-0.23244109	-0.781862178	-0.430231423	-0.284409605	-0.395620335	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.2_S2_L008_R1_001	MGH121	NA
-0.390516798	-0.436007486	1.133258148	0.24813992	-0.044188965	-0.164064751	-0.499115925	-0.398143217	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.20_S20_L008_R1_001	MGH121	NA
-0.206783278	0.716062308	1.483950911	0.157218967	-0.544775601	-0.222268454	-0.391491322	-0.120911809	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.22_S22_L008_R1_001	MGH121	NA
-0.036903261	-0.165716671	0.214553199	0.093545023	-0.566710249	-0.057773946	-0.733738052	-0.603070285	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.25_S25_L008_R1_001	MGH121	NA
0.358373536	0.894702683	1.117123859	-0.127825254	-0.607715898	-0.363184911	-0.234395124	-0.268353371	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.28_S28_L008_R1_001	MGH121	NA
-0.414075201	-0.030297872	0.853118192	0.03952456	-0.039259747	-0.186852068	-0.842730859	0.016403427	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.33_S33_L008_R1_001	MGH121	NA
-0.259647892	0.119959146	0.816433143	0.189411695	-0.407265299	-0.259239536	0.027608483	-0.063846945	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.43_S43_L008_R1_001	MGH121	NA
0.010161528	-0.049116916	1.232535767	0.092134763	-0.010502708	-0.370094878	-0.234374502	-0.321964344	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.45_S45_L008_R1_001	MGH121	NA
-0.642464281	0.322894354	1.871265047	0.38073687	0.07934275	-0.14858265	-0.409851947	-0.060328059	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.46_S46_L008_R1_001	MGH121	NA
-0.122119582	0.029135965	0.263745306	-0.019081011	-0.100758694	0.077267835	-0.689813955	-0.746113165	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.48_S48_L008_R1_001	MGH121	NA
-0.167989659	0.541135734	1.642042063	-0.114244537	-0.805627164	-0.428366268	-0.438181118	-0.248184904	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.50_S50_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.314810282	0.079323825	0.519965423	-0.299645128	-0.423854867	0.052213544	-0.524855119	-0.261764631	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.59_S59_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.788180699	-1.100089762	0.844821316	0.773554416	0.567343935	0.739167699	0.049035223	-0.215198175	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.60_S60_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.359809517	-0.277102834	0.267473678	-0.252373023	-0.113374386	-0.446873026	-0.210815196	-0.419476603	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.64_S64_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.021142138	0.117813489	0.455368949	-0.347641772	-0.066841823	-0.187976981	-0.359143606	-0.053865038	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.65_S65_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.427207374	0.01201359	1.329631055	0.29212277	-0.308794012	-0.433332516	-0.276974818	-0.177610255	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.78_S78_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.21242393	1.100147663	1.316854479	0.250742852	-0.633692043	0.083312929	-0.221354411	-0.334097459	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.79_S79_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.261704615	-0.376363494	1.081539438	0.205218023	0.017112324	0.181778788	-0.641166152	-0.380938095	AC	AC	MGH121_Plate_2_cDNA_fromECRC5790.8_S8_L008_R1_001	MGH121	NA
-0.313886537	-0.214976114	-0.044612756	-0.373408513	-0.318443543	-0.098479792	0.028391004	-0.07954082	G1.S	AC	MGH121_Plate_2_cDNA_fromECRC5790.4_S4_L008_R1_001	MGH121	NA
-0.200240926	-0.222406935	0.147977695	0.014545258	-0.047827181	-0.053108125	1.650743565	-0.000161727	G1.S	AC	MGH121_Plate_2_cDNA_fromECRC5790.7_S7_L008_R1_001	MGH121	NA
-0.156362286	0.246511081	0.017344674	-0.797273671	-0.81691743	-0.525689388	2.443980903	0.501402321	G1.S	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.18_S18_L008_R1_001	MGH121	NA
0.29002948	0.229813656	-1.224701508	-0.94471094	-0.736561584	-0.290368121	2.858843561	2.171687416	G1.S	MES.2	MGH121_Plate_2_cDNA_fromECRC5790.84_S84_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.496074927	-0.784789043	-1.054753695	-0.062969871	0.450587472	-0.081735485	0.510152154	0.294901633	G1.S	NPC.1	MGH121_Plate_2_cDNA_fromECRC5790.16_S16_L008_R1_001	MGH121	NA
0.022787956	-0.588558137	-0.286174669	-0.088293463	0.822142408	0.552120117	0.86340623	-0.00928114	G1.S	NPC.1	MGH121_Plate_2_cDNA_fromECRC5790.62_S62_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.598673613	-0.695963033	-0.882780866	-0.180208789	0.297319031	0.151261663	2.972333478	1.934148814	G1.S	NPC.1	MGH121_Plate_2_cDNA_fromECRC5790.80_S80_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.668029164	-0.868084395	-0.240645734	0.40140832	0.873461089	0.472888071	1.926029585	0.018565069	G1.S	NPC.1	MGH121_Plate_2_cDNA_fromECRC5790.83_S83_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.182839275	-0.911981789	-0.309445533	-0.033347235	0.456284392	0.078123789	2.794593473	1.556552891	G1.S	NPC.1	MGH121_Plate_2_cDNA_fromECRC5790.9_S9_L008_R1_001	MGH121	NA
-0.425889394	-0.321808591	-0.527073988	-0.265755626	-0.222067871	-0.177382233	2.324801417	0.52491168	G1.S	NPC.2	MGH121_Plate_2_cDNA_fromECRC5790.1_S1_L008_R1_001	MGH121	NA
-0.228064382	-0.515884468	-1.339011719	-0.581975748	-0.182403918	0.031455386	2.993167207	2.211328778	G1.S	NPC.2	MGH121_Plate_2_cDNA_fromECRC5790.30_S30_L008_R1_001	MGH121	NA
-0.196723641	-0.73526756	-0.635163921	-0.390935478	-0.319169863	-0.093151071	0.300542516	-0.165123407	G1.S	NPC.2	MGH121_Plate_2_cDNA_fromECRC5790.90_S90_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.079322262	0.29545243	-0.378309955	-0.471341028	-0.311243966	-0.204218094	-0.553687115	0.310283494	G2.M	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.38_S38_L008_R1_001	MGH121	NA
-0.03829797	0.652662245	0.35628238	-0.397626503	-0.463320239	-0.235620266	0.484463613	1.353897085	G2.M	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.63_S63_L008_R1_001	MGH121	NA
-0.322163448	-0.102683387	-0.792108598	-0.316134741	-0.321648727	-0.217162412	0.944069443	3.518234401	G2.M	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.74_S74_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.469553101	-0.128110534	-0.05888146	-0.310616609	0.248140038	-0.298065964	-0.572843769	0.336152377	G2.M	NPC.1	MGH121_Plate_2_cDNA_fromECRC5790.92_S92_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.336671182	-0.326573423	-0.491281472	-0.184504827	-0.25779245	-0.340967242	2.350944907	2.515167002	G2.M	OPC	MGH121_Plate_2_cDNA_fromECRC5790.81_S81_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.116027819	1.975602675	0.279943748	-0.66916319	-0.857027362	-0.192390069	-0.303428436	-0.294096639	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.26_S26_L008_R1_001	MGH121	NA
0.141167407	1.205739392	1.187056537	0.290043873	-0.666385347	-0.234819595	0.065992793	-0.203982583	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.44_S44_L008_R1_001	MGH121	NA
0.221429219	0.655642232	0.404958405	-0.32806603	-0.408481349	-0.292607535	-0.48406994	-0.150680412	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.49_S49_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.18791763	0.195741509	-0.134825351	-0.321688593	-0.673279851	-0.47297405	-0.422668994	-0.01561251	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.52_S52_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.731358241	1.229786089	-0.723625413	-0.297794085	-0.337655096	-0.354509445	0.065536656	-0.029542117	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.58_S58_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
0.77213395	2.390212644	0.717103169	-0.533648762	-0.508708035	0.302027651	-0.371004004	-0.307488591	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.61_S61_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
1.535982982	2.478975393	0.455525219	-0.403777357	-0.505710695	0.202562927	-0.277802071	-0.072367204	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.70_S70_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.338620151	0.366041771	-0.97174637	-0.815641912	-0.41960642	0.109838586	-0.200755313	0.27331258	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.73_S73_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.23144326	0.105001246	-0.043182202	-0.42283726	-0.082480739	-0.168270206	-0.140815438	-0.254632649	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.82_S82_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.104635102	0.217922629	-1.178888447	-0.314617595	0.065273591	-0.165848842	-0.368338964	-0.005316934	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.88_S88_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
1.551026014	1.825345515	-1.025305405	-0.995215129	-0.749252574	0.140347436	-0.595345715	-0.388664383	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.91_S91_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.463670343	0.355263798	0.033720944	-0.284513271	-0.167610088	-0.061582948	-0.56109987	-0.275707054	MES.1	MES.1	MGH121_Plate_2_cDNA_fromECRC5790.95_S95_L008_R1_001	MGH121	GBM_MGH121_Plate2-EM_G1_S4_L007.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
2.633569194	0.949616692	-1.707148246	-0.995343421	-1.449612345	-0.177450418	-0.246513104	-0.235587569	MES.2	MES.2	MGH121_Plate_2_cDNA_fromECRC5790.13_S13_L008_R1_001	MGH121	NA
0.435217078	0.037393714	-0.715962801	-0.612828908	0.30586664	0.227195139	-0.389272035	-0.033519361	MES.2	MES.2	MGH121_Plate_2_cDNA_fromECRC5790.34_S34_L008_R1_001	MGH121	NA
1.29409353	0.864471525	-0.597477695	-0.879338001	-0.400039667	-0.138746192	-0.348231582	-0.303626734	MES.2	MES.2	MGH121_Plate_2_cDNA_fromECRC5790.41_S41_L008_R1_001	MGH121	NA
1.233535484	-0.259134825	-0.385353759	-0.423548868	-0.25657942	-0.26142809	0.244226005	0.069389989	MES.2	MES.2	MGH121_Plate_2_cDNA_fromECRC5790.42_S42_L008_R1_001	MGH121	NA
0.253015002	-0.339777987	0.050483352	-0.147016577	-0.201366806	-0.022455038	-0.117285609	-0.284343365	MES.2	MES.2	MGH121_Plate_2_cDNA_fromECRC5790.47_S47_L008_R1_001	MGH121	NA
1.005788284	0.128708945	-0.188680562	-0.391331128	-0.787995762	-0.493758559	-1.016701358	-0.632360144	MES.2	MES.2	MGH121_Plate_2_cDNA_fromECRC5790.53_S53_L008_R1_001	MGH121	GBM_MGH121_Plate2_E1_S3_L007.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
